Product Type,Net Quantity,Gross Sales,Discounts,Returns,Total Net Sales,Loss
Jewelry,4,136,-20.4,0,115.6,-20.4
Art & Sculpture,2,128,-12.8,0,115.2,-12.8
Basket,1,115,0,0,115,0
Art & Sculpture,1,115,0,0,115,0
Art & Sculpture,3,126,-11.14,0,114.86,-11.14
Kitchen,10,136,-9.6,-12,114.4,-21.6
Kitchen,4,120,-5.99,0,114.01,-5.99
Fair Trade Gifts,12,114,0,0,114,0
Art & Sculpture,3,114,0,0,114,0
Fair Trade Gifts,3,114,0,0,114,0
Furniture,3,114,0,0,114,0
Art & Sculpture,3,152,-3.8,-34.2,114,-38
Basket,2,120,-6.8,0,113.2,-6.8
Basket,1,125,-12.5,0,112.5,-12.5
Kitchen,1,125,-12.5,0,112.5,-12.5
Jewelry,8,112,0,0,112,0
Basket,2,176,-6.4,-57.6,112,-64
Christmas,4,252,0,-140,112,-140
Jewelry,4,112,0,0,112,0
Kitchen,4,112,0,0,112,0
Accessories,5,116,-4.41,0,111.59,-4.41
Art & Sculpture,3,115,-3.5,0,111.5,-3.5
Music,7,112,-1.6,0,110.4,-1.6
Home Decor,3,114,-3.8,0,110.2,-3.8
Jewelry,3,114,-3.8,0,110.2,-3.8
Art & Sculpture,3,114,-3.8,0,110.2,-3.8
Home Decor,2,116,-5.8,0,110.2,-5.8
Basket,3,114,-3.8,0,110.2,-3.8
Jewelry,2,116,-5.8,0,110.2,-5.8
Recycled Art,2,116,-5.8,0,110.2,-5.8
Basket,1,110,0,0,110,0
Basket,1,115,-5,0,110,-5
Basket,1,220,0,-110,110,-110
Furniture,1,110,0,0,110,0
Soapstone,7,110,0,0,110,0
Basket,4,112,-2.8,0,109.2,-2.8
Soapstone,8,112,-4.2,0,107.8,-4.2
Home Decor,5,112.5,-4.82,0,107.68,-4.82
Kitchen,9,112,-4.8,0,107.2,-4.8
Kitchen,4,112,-5.6,0,106.4,-5.6
Christmas,3,114,-7.6,0,106.4,-7.6
Jewelry,8,168,-5.62,-56,106.38,-61.62
Basket,1,125,-18.75,0,106.25,-18.75
Kitchen,3,106,0,0,106,0
Christmas,6,110,-4.5,0,105.5,-4.5
Basket,1,116,-11.6,0,104.4,-11.6
Christmas,4,108,-3.6,0,104.4,-3.6
Christmas,3,108,-3.6,0,104.4,-3.6
Basket,1,115,-11.5,0,103.5,-11.5
Kitchen,1,115,-11.5,0,103.5,-11.5
Accessories,1,114,-11.4,0,102.6,-11.4
Kitchen,10,106.5,-4.19,0,102.31,-4.19
Jewelry,3,102,0,0,102,0
Textiles,2,120,-18,0,102,-18
Jewelry,3,104.5,-2.85,0,101.65,-2.85
Kitchen,9,103.5,-3.15,0,100.35,-3.15
Home Decor,2,100,0,0,100,0
Art & Sculpture,3,108,-8,0,100,-8
Kitchen,8,100,0,0,100,0
Recycled Art,1,110,-11,0,99,-11
Basket,1,110,-11,0,99,-11
Art & Sculpture,3,99,0,0,99,0
Music,1,220,-11,-110,99,-121
Home Decor,3,114,-15.2,0,98.8,-15.2
Kids,3,102,-3.2,0,98.8,-3.2
Basket,3,190,-15.2,-76,98.8,-91.2
Basket,3,102,-3.4,0,98.6,-3.4
Kitchen,3,102,-3.41,0,98.59,-3.41
Accessories,1,98,0,0,98,0
Jewelry,7,98,0,0,98,0
Basket,4,146,-20.8,-28,97.2,-48.8
Jewelry,3,102,-5,0,97,-5
Kids,3,102,-5.09,0,96.91,-5.09
Kitchen,9,97.5,-1.05,0,96.45,-1.05
Art & Sculpture,3,96,0,0,96,0
Jewelry,2,96,0,0,96,0
Basket,1,96,0,0,96,0
Basket,2,96,0,0,96,0
Christmas,4,96,0,0,96,0
Furniture,2,96,0,0,96,0
Accessories,2,96,0,0,96,0
Home Decor,2,96,0,0,96,0
Art & Sculpture,2,96,0,0,96,0
Art & Sculpture,4,96,0,0,96,0
Jewelry,3,96,0,0,96,0
Kids,3,102,-6.8,0,95.2,-6.8
Jewelry,3,102,-6.8,0,95.2,-6.8
Basket,2,112,-16.8,0,95.2,-16.8
Kitchen,10,105,-9.95,0,95.05,-9.95
Art & Sculpture,1,95,0,0,95,0
Basket,1,94,0,0,94,0
Art & Sculpture,3,96,-3.2,0,92.8,-3.2
Basket,2,92,0,0,92,0
Home Decor,1,92,0,0,92,0
Kitchen,7,92,0,0,92,0
Soapstone,5,94,-2.2,0,91.8,-2.2
Jewelry,3,102,-10.21,0,91.79,-10.21
Basket,2,96,-4.79,0,91.21,-4.79
Art & Sculpture,2,96,-4.8,0,91.2,-4.8
Basket,2,96,-4.8,0,91.2,-4.8
Jewelry,4,96,-4.81,0,91.19,-4.81
Skin Care,5,92.5,-1.85,0,90.65,-1.85
Kitchen,8,100,-9.6,0,90.4,-9.6
Christmas,5,90,0,0,90,0
Art & Sculpture,2,90,0,0,90,0
Furniture,2,90,0,0,90,0
Art & Sculpture,2,132,-4.88,-37.12,90,-42
Soapstone,5,90,0,0,90,0
Fair Trade Gifts,3,90,0,0,90,0
Basket,1,90,0,0,90,0
Kids,5,90,0,0,90,0
Kitchen,5,90,0,0,90,0
Basket,3,90,0,0,90,0
Recycled Art,3,96,-6.4,0,89.6,-6.4
Art & Sculpture,1,112,-22.4,0,89.6,-22.4
Basket,3,96,-6.4,0,89.6,-6.4
Art & Sculpture,1,99,-9.9,0,89.1,-9.9
Art & Sculpture,5,90,-1.8,0,88.2,-1.8
Accessories,1,98,-9.8,0,88.2,-9.8
Art & Sculpture,1,98,-9.8,0,88.2,-9.8
Kitchen,5,90,-1.8,0,88.2,-1.8
Art & Sculpture,2,132,0,-44,88,-44
Art & Sculpture,1,88,0,0,88,0
Basket,2,88,0,0,88,0
Basket,1,88,0,0,88,0
Home Decor,1,88,0,0,88,0
Accessories,1,88,0,0,88,0
Kitchen,1,88,0,0,88,0
Textiles,2,88,0,0,88,0
Jewelry,4,88,0,0,88,0
Kitchen,8,108,-9.6,-10.8,87.6,-20.4
Art & Sculpture,2,90,-2.5,0,87.5,-2.5
Basket,2,92,-4.6,0,87.4,-4.6
Furniture,2,92,-4.8,0,87.2,-4.8
Soapstone,2,87,0,0,87,0
Art & Sculpture,4,91,-4.7,0,86.3,-4.7
Christmas,2,96,-9.8,0,86.2,-9.8
Kitchen,2,86,0,0,86,0
Basket,2,86,0,0,86,0
Christmas,4,88,-2.19,0,85.81,-2.19
Art & Sculpture,2,90,-4.5,0,85.5,-4.5
Basket,1,95,-9.5,0,85.5,-9.5
Jewelry,3,102,-16.99,0,85.01,-16.99
Home Decor,1,85,0,0,85,0
Jewelry,3,84,0,0,84,0
Home Decor,3,84,0,0,84,0
Jewelry,6,84,0,0,84,0
Basket,2,84,0,0,84,0
Home Decor,2,84,0,0,84,0
Kitchen,3,84,0,0,84,0
Basket,3,84,0,0,84,0
Textiles,3,84,0,0,84,0
Art & Sculpture,3,84,0,0,84,0
Christmas,3,84,0,0,84,0
Basket,2,88,-4.4,0,83.6,-4.4
Kitchen,2,88,-4.4,0,83.6,-4.4
Jewelry,2,88,-4.4,0,83.6,-4.4
Textiles,4,88,-4.4,0,83.6,-4.4
Kitchen,8,87,-4.19,0,82.81,-4.19
Home Decor,1,82,0,0,82,0
Kids,2,96,-14.4,0,81.6,-14.4
Basket,3,84,-2.79,0,81.21,-2.79
Art & Sculpture,3,84,-2.79,0,81.21,-2.79
Kitchen,3,84,-2.8,0,81.2,-2.8
Jewelry,3,84,-2.8,0,81.2,-2.8
Soapstone,3,84,-2.8,0,81.2,-2.8
Accessories,3,90,-9,0,81,-9
Home Decor,2,90,-9.01,0,80.99,-9.01
Kitchen,7,84,-3.6,0,80.4,-3.6
Soapstone,4,84,-3.61,0,80.39,-3.61
Art & Sculpture,2,80,0,0,80,0
Jewelry,2,80,0,0,80,0
Basket,2,84,-4.2,0,79.8,-4.2
Basket,2,126,-4.2,-42,79.8,-46.2
Art & Sculpture,3,82,-2.2,0,79.8,-2.2
Basket,2,88,-8.8,0,79.2,-8.8
Home Decor,1,88,-8.8,0,79.2,-8.8
Art & Sculpture,1,88,-8.8,0,79.2,-8.8
Basket,1,88,-8.8,0,79.2,-8.8
Basket,2,78.4,0,0,78.4,0
Fair Trade Gifts,1,78,0,0,78,0
Jewelry,2,78,0,0,78,0
Basket,1,78,0,0,78,0
Basket,2,86,-8.4,0,77.6,-8.4
Basket,3,86,-8.43,0,77.57,-8.43
Kitchen,3,80,-2.8,0,77.2,-2.8
Kitchen,7,76.5,0,0,76.5,0
Kitchen,4,80,-4,0,76,-4
Kitchen,1,76,0,0,76,0
Jewelry,2,76,0,0,76,0
Art & Sculpture,2,76,0,0,76,0
Furniture,2,76,0,0,76,0
Basket,3,84,-8.41,0,75.59,-8.41
Christmas,1,75,0,0,75,0
Art & Sculpture,1,75,0,0,75,0
Basket,3,114,-11.6,-28,74.4,-39.6
Music,4,80,-6,0,74,-6
Art & Sculpture,2,74,0,0,74,0
Art & Sculpture,5,76,-2,0,74,-2
Basket,1,74,0,0,74,0
Soapstone,3,74,0,0,74,0
Music,5,74,0,0,74,0
Recycled Art,2,76.8,-3.48,0,73.32,-3.48
Kitchen,7,76.5,-3.67,0,72.83,-3.67
Basket,2,76,-3.8,0,72.2,-3.8
Home Decor,2,114,-7.6,-34.2,72.2,-41.8
Home Decor,2,76,-3.8,0,72.2,-3.8
Jewelry,2,76,-3.8,0,72.2,-3.8
Soapstone,2,76,-3.8,0,72.2,-3.8
Skin Care,4,74,-1.85,0,72.15,-1.85
Jewelry,1,72,0,0,72,0
Fair Trade Gifts,4,72,0,0,72,0
Christmas,4,72,0,0,72,0
Textiles,2,80,-8,0,72,-8
Kitchen,3,72,0,0,72,0
Art & Sculpture,3,72,0,0,72,0
Kids,3,72,0,0,72,0
Basket,2,80,-8,0,72,-8
Art & Sculpture,1,72,0,0,72,0
Home Decor,2,72,0,0,72,0
Kitchen,6,72,-1.2,0,70.8,-1.2
Skin Care,4,74,-3.7,0,70.3,-3.7
Textiles,2,134,-5.7,-58,70.3,-63.7
Christmas,5,70,0,0,70,0
Kitchen,4,80,-10,0,70,-10
Soapstone,3,70,0,0,70,0
Art & Sculpture,2,70,0,0,70,0
Kitchen,1,70,0,0,70,0
Basket,3,72,-2.4,0,69.6,-2.4
Jewelry,3,72,-2.4,0,69.6,-2.4
Fair Trade Gifts,3,72,-2.4,0,69.6,-2.4
Christmas,3,72,-2.41,0,69.59,-2.41
Art & Sculpture,2,72,-2.8,0,69.2,-2.8
Art & Sculpture,2,73.1,-4.08,0,69.02,-4.08
Textiles,2,76,-7.6,0,68.4,-7.6
Home Decor,2,76,-7.6,0,68.4,-7.6
Basket,2,72,-3.61,0,68.39,-3.61
Jewelry,4,72,-3.61,0,68.39,-3.61
Music,1,68,0,0,68,0
Basket,1,68,0,0,68,0
Recycled Art,2,68,0,0,68,0
Art & Sculpture,1,68,0,0,68,0
Jewelry,1,68,0,0,68,0
Basket,2,68,0,0,68,0
Home Decor,1,68,0,0,68,0
Kids,2,68,0,0,68,0
Jewelry,2,68,0,0,68,0
Accessories,1,68,0,0,68,0
Home Decor,2,75.4,-7.54,0,67.86,-7.54
Kids,4,67.5,0,0,67.5,0
Basket,1,74,-7.4,0,66.6,-7.4
Kitchen,4,72,-5.4,0,66.6,-5.4
Basket,2,104,-3.61,-34,66.39,-37.61
Christmas,3,66,0,0,66,0
Fair Trade Gifts,3,66,0,0,66,0
Art & Sculpture,3,66,0,0,66,0
Kids,3,66,0,0,66,0
Jewelry,3,66,0,0,66,0
Art & Sculpture,2,65.6,0,0,65.6,0
Art & Sculpture,1,82,-16.4,0,65.6,-16.4
Home Decor,1,65,0,0,65,0
Kids,2,72,-7.19,0,64.81,-7.19
Jewelry,1,72,-7.2,0,64.8,-7.2
Kitchen,6,72,-7.2,0,64.8,-7.2
Jewelry,2,76,-11.4,0,64.6,-11.4
Kitchen,2,68,-3.4,0,64.6,-3.4
Jewelry,2,68,-3.4,0,64.6,-3.4
Home Decor,2,76,-11.4,0,64.6,-11.4
Art & Sculpture,2,64,0,0,64,0
Jewelry,2,64,0,0,64,0
Home Decor,1,64,0,0,64,0
Christmas,3,66,-2.2,0,63.8,-2.2
Art & Sculpture,3,66,-2.2,0,63.8,-2.2
Soapstone,2,68,-5.1,0,62.9,-5.1
Basket,2,98,-3.4,-32,62.6,-35.4
Christmas,3,65,-2.5,0,62.5,-2.5
Jewelry,1,62,0,0,62,0
Home Decor,1,62,0,0,62,0
Jewelry,2,62,0,0,62,0
Basket,1,62,0,0,62,0
Christmas,3,66,-4.4,0,61.6,-4.4
Kitchen,1,68,-6.8,0,61.2,-6.8
Basket,1,68,-6.8,0,61.2,-6.8
Kids,2,68,-6.8,0,61.2,-6.8
Home Decor,1,68,-6.8,0,61.2,-6.8
Jewelry,2,68,-6.8,0,61.2,-6.8
Art & Sculpture,1,68,-6.8,0,61.2,-6.8
Soapstone,2,64,-3.2,0,60.8,-3.2
Jewelry,2,64,-3.2,0,60.8,-3.2
Home Decor,2,76,-15.2,0,60.8,-15.2
Jewelry,2,64,-3.21,0,60.79,-3.21
Kitchen,6,66,-5.24,0,60.76,-5.24
Art & Sculpture,3,66,-5.5,0,60.5,-5.5
Home Decor,1,60,0,0,60,0
Home Decor,1,120,-6,-54,60,-60
Soapstone,3,60,0,0,60,0
Fair Trade Gifts,2,60,0,0,60,0
Basket,1,66,-6.6,0,59.4,-6.6
Art & Sculpture,3,66,-6.6,0,59.4,-6.6
Home Decor,1,74,-14.79,0,59.21,-14.79
Basket,2,62,-2.8,0,59.2,-2.8
Home Decor,1,74,-14.8,0,59.2,-14.8
Soapstone,4,64,-4.8,0,59.2,-4.8
Kitchen,3,58.5,0,0,58.5,0
Home Decor,1,58.5,0,0,58.5,0
Jewelry,1,58,0,0,58,0
Accessories,1,58,0,0,58,0
Basket,1,58,0,0,58,0
Basket,1,290,0,-232,58,-232
Home Decor,1,58,0,0,58,0
Kitchen,5,64,-6,0,58,-6
Kitchen,1,58,0,0,58,0
Basket,1,72,-14.4,0,57.6,-14.4
Soapstone,2,60,-3.8,0,56.2,-3.8
Soapstone,3,64,-7.8,0,56.2,-7.8
Kitchen,2,56,0,0,56,0
Basket,2,56,0,0,56,0
Accessories,2,56,0,0,56,0
Kitchen,2,84,0,-28,56,-28
Art & Sculpture,2,56,0,0,56,0
Recycled Art,2,56,0,0,56,0
Kids,3,56,0,0,56,0
Jewelry,2,56,0,0,56,0
Soapstone,2,56,0,0,56,0
Christmas,4,56,0,0,56,0
Christmas,2,56,0,0,56,0
Kitchen,1,56,0,0,56,0
Art & Sculpture,4,56,0,0,56,0
Kids,2,56,0,0,56,0
Kitchen,4,56,0,0,56,0
Skin Care,3,55.5,0,0,55.5,0
Art & Sculpture,3,57,-1.9,0,55.1,-1.9
Jewelry,4,60,-5,0,55,-5
Basket,3,60,-5,0,55,-5
Art & Sculpture,1,68,-13.6,0,54.4,-13.6
Basket,1,68,-13.6,0,54.4,-13.6
Art & Sculpture,1,54,0,0,54,0
Kitchen,3,54,0,0,54,0
Jewelry,3,54,0,0,54,0
Soapstone,3,54,0,0,54,0
Kids,3,54,0,0,54,0
Jewelry,1,54,0,0,54,0
Christmas,3,54,0,0,54,0
Art & Sculpture,3,54,0,0,54,0
Kids,2,56,-2.8,0,53.2,-2.8
Kitchen,2,56,-2.8,0,53.2,-2.8
Soapstone,2,56,-2.8,0,53.2,-2.8
Home Decor,2,56,-2.8,0,53.2,-2.8
Art & Sculpture,1,58,-5,0,53,-5
Home Decor,2,78.75,0,-26.25,52.5,-26.25
Basket,1,58,-5.8,0,52.2,-5.8
Jewelry,3,54,-1.8,0,52.2,-1.8
Art & Sculpture,3,54,-1.8,0,52.2,-1.8
Art & Sculpture,1,58,-5.81,0,52.19,-5.81
Jewelry,3,54,-1.81,0,52.19,-1.81
Basket,2,58,-6,0,52,-6
Art & Sculpture,1,52,0,0,52,0
Furniture,1,64,-12.8,0,51.2,-12.8
Home Decor,2,56,-5.6,0,50.4,-5.6
Art & Sculpture,1,56,-5.6,0,50.4,-5.6
Art & Sculpture,3,54,-3.6,0,50.4,-3.6
Jewelry,2,56,-5.6,0,50.4,-5.6
Home Decor,1,50,0,0,50,0
Art & Sculpture,2,50,0,0,50,0
Soapstone,5,50,0,0,50,0
Kids,3,49.5,0,0,49.5,0
Kitchen,5,52.5,-3.15,0,49.35,-3.15
Art & Sculpture,3,49.3,0,0,49.3,0
Recycled Art,2,49,0,0,49,0
Basket,1,54,-5.4,0,48.6,-5.4
Basket,1,48,0,0,48,0
Fair Trade Gifts,1,48,0,0,48,0
Art & Sculpture,1,48,0,0,48,0
Music,1,48,0,0,48,0
Accessories,1,48,0,0,48,0
Jewelry,1,48,0,0,48,0
Jewelry,2,48,0,0,48,0
Home Decor,2,48,0,0,48,0
Recycled Art,1,48,0,0,48,0
Kitchen,2,48,0,0,48,0
Fair Trade Gifts,4,48,0,0,48,0
Music,2,48,0,0,48,0
Basket,3,48,0,0,48,0
Art & Sculpture,2,48,0,0,48,0
Kitchen,1,48,0,0,48,0
Christmas,2,48,0,0,48,0
Basket,1,48,-1.19,0,46.81,-1.19
Fair Trade Gifts,2,52,-5.2,0,46.8,-5.2
Basket,1,58,-11.6,0,46.4,-11.6
Accessories,1,58,-11.6,0,46.4,-11.6
Furniture,1,46,0,0,46,0
Soapstone,2,46,0,0,46,0
Basket,1,46,0,0,46,0
Textiles,2,48,-2.4,0,45.6,-2.4
Kitchen,2,50,-4.57,0,45.43,-4.57
Art & Sculpture,3,45,0,0,45,0
Art & Sculpture,1,45,0,0,45,0
Home Decor,1,45,0,0,45,0
Jewelry,2,56,-11.2,0,44.8,-11.2
Music,3,46,-1.4,0,44.6,-1.4
Basket,1,44,0,0,44,0
Accessories,1,44,0,0,44,0
Art & Sculpture,1,44,0,0,44,0
Kids,2,44,0,0,44,0
Kitchen,1,88,0,-44,44,-44
Music,2,44,0,0,44,0
Christmas,1,44,0,0,44,0
Soapstone,2,44,0,0,44,0
Recycled Art,1,44,0,0,44,0
Art & Sculpture,2,44,0,0,44,0
Kitchen,2,44,0,0,44,0
Jewelry,2,44,0,0,44,0
Accessories,2,44,0,0,44,0
Kids,3,45,-1.36,0,43.64,-1.36
Basket,1,48,-4.8,0,43.2,-4.8
Art & Sculpture,2,48,-4.8,0,43.2,-4.8
Kitchen,1,48,-4.8,0,43.2,-4.8
Art & Sculpture,3,43.2,0,0,43.2,0
Fair Trade Gifts,1,48,-4.8,0,43.2,-4.8
Kitchen,1,96,-4.8,-48,43.2,-52.8
Jewelry,1,48,-4.8,0,43.2,-4.8
Kitchen,4,48,-4.8,0,43.2,-4.8
Basket,1,44,-1.08,0,42.92,-1.08
Art & Sculpture,1,45,-2.5,0,42.5,-2.5
Home Decor,1,42,0,0,42,0
Jewelry,1,42,0,0,42,0
Basket,1,42,0,0,42,0
Kitchen,2,42,0,0,42,0
Art & Sculpture,1,42,0,0,42,0
Art & Sculpture,2,42,0,0,42,0
Christmas,3,42,0,0,42,0
Accessories,1,42,0,0,42,0
Jewelry,3,70,0,-28,42,-28
Art & Sculpture,2,44,-2.2,0,41.8,-2.2
Home Decor,1,41.6,0,0,41.6,0
Basket,1,46,-4.6,0,41.4,-4.6
Basket,1,92,-4.6,-46,41.4,-50.6
Art & Sculpture,1,45,-4.49,0,40.51,-4.49
Art & Sculpture,1,45,-4.5,0,40.5,-4.5
Home Decor,1,45,-4.51,0,40.49,-4.51
Home Decor,2,40,0,0,40,0
Art & Sculpture,2,40,0,0,40,0
Kids,2,40,0,0,40,0
Art & Sculpture,2,44,-4.4,0,39.6,-4.4
Jewelry,1,44,-4.4,0,39.6,-4.4
Art & Sculpture,1,44,-4.4,0,39.6,-4.4
Fair Trade Gifts,1,44,-4.4,0,39.6,-4.4
Basket,1,44,-4.41,0,39.59,-4.41
Kitchen,1,39,0,0,39,0
Home Decor,2,40,-1.9,0,38.1,-1.9
Art & Sculpture,1,38,0,0,38,0
Recycled Art,1,38,0,0,38,0
Basket,1,38,0,0,38,0
Home Decor,1,114,-7.6,-68.4,38,-76
Jewelry,1,38,0,0,38,0
Home Decor,1,38,0,0,38,0
Music,1,38,0,0,38,0
Music,2,40,-2,0,38,-2
Furniture,1,38,0,0,38,0
Kids,1,38,0,0,38,0
Art & Sculpture,1,42,-4.19,0,37.81,-4.19
Basket,1,42,-4.2,0,37.8,-4.2
Home Decor,2,42,-4.2,0,37.8,-4.2
Home Decor,1,42,-4.2,0,37.8,-4.2
Basket,1,40.6,-4.06,0,36.54,-4.06
Christmas,2,40,-3.88,0,36.12,-3.88
Art & Sculpture,2,38,-1.9,0,36.1,-1.9
Art & Sculpture,2,36,0,0,36,0
Christmas,2,36,0,0,36,0
Soapstone,2,36,0,0,36,0
Jewelry,2,36,0,0,36,0
Kitchen,2,36,0,0,36,0
Soapstone,1,36,0,0,36,0
Kitchen,1,36,0,0,36,0
Fair Trade Gifts,2,36,0,0,36,0
Art & Sculpture,1,36,0,0,36,0
Fair Trade Gifts,1,36,0,0,36,0
Basket,1,48,-12,0,36,-12
Jewelry,3,36,0,0,36,0
Basket,1,69.75,0,-34,35.75,-34
Basket,1,44,-8.8,0,35.2,-8.8
Kitchen,1,39,-3.9,0,35.1,-3.9
Art & Sculpture,2,36,-1.16,0,34.84,-1.16
Music,2,37,-2.4,0,34.6,-2.4
Art & Sculpture,2,36,-1.8,0,34.2,-1.8
Kitchen,2,36,-1.8,0,34.2,-1.8
Recycled Art,1,38,-3.8,0,34.2,-3.8
Art & Sculpture,1,38,-3.8,0,34.2,-3.8
Home Decor,1,38,-3.8,0,34.2,-3.8
Easter,1,38,-3.8,0,34.2,-3.8
Jewelry,1,34,0,0,34,0
Basket,1,44,-10,0,34,-10
Kids,1,34,0,0,34,0
Basket,1,34,0,0,34,0
Home Decor,1,34,0,0,34,0
Accessories,1,34,0,0,34,0
Soapstone,1,34,0,0,34,0
Art & Sculpture,1,34,0,0,34,0
Art & Sculpture,2,36,-2.1,0,33.9,-2.1
Furniture,1,45,-11.25,0,33.75,-11.25
Kitchen,3,34.5,-1.05,0,33.45,-1.05
Art & Sculpture,1,36,-3.6,0,32.4,-3.6
Art & Sculpture,2,36,-3.6,0,32.4,-3.6
Christmas,1,36,-3.6,0,32.4,-3.6
Art & Sculpture,1,32,0,0,32,0
Kids,2,32,0,0,32,0
Kids,1,32,0,0,32,0
Jewelry,2,32,0,0,32,0
Soapstone,2,32,0,0,32,0
Music,1,32,0,0,32,0
Kitchen,1,32,0,0,32,0
Jewelry,1,32,0,0,32,0
Soapstone,1,32,0,0,32,0
Kitchen,1,31.5,0,0,31.5,0
Kids,2,31.5,0,0,31.5,0
Art & Sculpture,1,36,-5,0,31,-5
Soapstone,1,34,-3.4,0,30.6,-3.4
Basket,1,34,-3.4,0,30.6,-3.4
Christmas,1,34,-3.4,0,30.6,-3.4
Jewelry,1,34,-3.4,0,30.6,-3.4
Kids,1,34,-3.4,0,30.6,-3.4
Music,2,34,-3.4,0,30.6,-3.4
Kids,1,34,-3.41,0,30.59,-3.41
Home Decor,1,76,-7.6,-38,30.4,-45.6
Jewelry,1,32,-1.6,0,30.4,-1.6
Kids,1,30,0,0,30,0
Kitchen,2,30,0,0,30,0
Jewelry,1,30,0,0,30,0
Soapstone,2,30,0,0,30,0
Fair Trade Gifts,1,30,0,0,30,0
Basket,1,34,-5.1,0,28.9,-5.1
Kitchen,3,31.5,-2.62,0,28.88,-2.62
Kitchen,1,32,-3.2,0,28.8,-3.2
Kids,1,32,-3.2,0,28.8,-3.2
Basket,2,34,-5.2,0,28.8,-5.2
Accessories,1,32,-3.2,0,28.8,-3.2
Home Decor,1,32,-3.2,0,28.8,-3.2
Jewelry,1,32,-3.2,0,28.8,-3.2
Basket,1,70,-7.2,-34,28.8,-41.2
Jewelry,1,28.5,0,0,28.5,0
Art & Sculpture,1,28,0,0,28,0
Basket,1,28,0,0,28,0
Jewelry,1,28,0,0,28,0
Kitchen,1,28,0,0,28,0
Soapstone,1,28,0,0,28,0
Accessories,1,28,0,0,28,0
Christmas,1,28,0,0,28,0
Fair Trade Gifts,1,28,0,0,28,0
Kids,1,28,0,0,28,0
Jewelry,1,68,-13.6,-27.2,27.2,-40.8
Jewelry,1,34,-6.8,0,27.2,-6.8
Kids,1,32,-4.81,0,27.19,-4.81
Kids,1,30,-3,0,27,-3
Jewelry,1,28,-1.85,0,26.15,-1.85
Jewelry,1,26,0,0,26,0
Art & Sculpture,1,25.6,0,0,25.6,0
Recycled Art,1,28,-2.8,0,25.2,-2.8
Basket,1,56,-2.8,-28,25.2,-30.8
Soapstone,1,28,-2.8,0,25.2,-2.8
Kids,1,28,-2.8,0,25.2,-2.8
Kitchen,1,28,-2.8,0,25.2,-2.8
Jewelry,1,28,-2.8,0,25.2,-2.8
Basket,1,84,-2.8,-56,25.2,-58.8
Basket,1,28,-2.81,0,25.19,-2.81
Art & Sculpture,2,26.4,-1.32,0,25.08,-1.32
Fair Trade Gifts,1,25,0,0,25,0
Recycled Art,1,25,0,0,25,0
Art & Sculpture,1,24,0,0,24,0
Jewelry,1,24,0,0,24,0
Basket,1,24,0,0,24,0
Soapstone,1,24,0,0,24,0
Kitchen,1,24,0,0,24,0
Fair Trade Gifts,2,24,0,0,24,0
Textiles,1,24,0,0,24,0
Kids,1,24,0,0,24,0
Accessories,1,24,0,0,24,0
Fair Trade Gifts,1,24,0,0,24,0
Basket,1,28,-4.52,0,23.48,-4.52
Art & Sculpture,1,26,-2.59,0,23.41,-2.59
Art & Sculpture,1,26,-2.6,0,23.4,-2.6
Kitchen,1,24,-1.39,0,22.61,-1.39
Jewelry,1,28,-5.6,0,22.4,-5.6
Jewelry,1,22,0,0,22,0
Kitchen,1,22,0,0,22,0
Music,1,22,0,0,22,0
Art & Sculpture,1,22,0,0,22,0
Soapstone,1,22,0,0,22,0
Fair Trade Gifts,1,22,0,0,22,0
Christmas,1,22,0,0,22,0
Accessories,1,22,0,0,22,0
Art & Sculpture,1,24,-2.4,0,21.6,-2.4
Home Decor,1,24,-2.4,0,21.6,-2.4
Kids,1,24,-2.4,0,21.6,-2.4
Soapstone,1,24,-2.4,0,21.6,-2.4
Kitchen,2,22.5,-1.05,0,21.45,-1.05
Recycled Art,1,25,-3.75,0,21.25,-3.75
Fair Trade Gifts,1,25,-3.75,0,21.25,-3.75
Soapstone,1,21,0,0,21,0
Soapstone,2,20,0,0,20,0
Jewelry,2,20,0,0,20,0
Christmas,1,20,0,0,20,0
Music,1,20,0,0,20,0
Kitchen,1,22,-2.2,0,19.8,-2.2
Jewelry,1,22,-2.21,0,19.79,-2.21
Gift Baskets,1,19.5,0,0,19.5,0
Skin Care,1,18.5,0,0,18.5,0
Kids,1,18,0,0,18,0
Christmas,1,18,0,0,18,0
Art & Sculpture,1,18,0,0,18,0
Kitchen,1,18,0,0,18,0
Soapstone,1,18,0,0,18,0
Jewelry,1,18,0,0,18,0
Fair Trade Gifts,1,18,0,0,18,0
Home Decor,1,18,0,0,18,0
Skin Care,1,18.5,-1.85,0,16.65,-1.85
Music,1,16.5,0,0,16.5,0
Kitchen,1,16.5,0,0,16.5,0
Kitchen,1,18,-1.8,0,16.2,-1.8
Soapstone,1,18,-1.8,0,16.2,-1.8
Music,1,18,-1.8,0,16.2,-1.8
Christmas,1,18,-1.81,0,16.19,-1.81
Kids,1,16,0,0,16,0
Kitchen,1,16,0,0,16,0
Music,1,16,0,0,16,0
Music,1,32,-1.6,-14.4,16,-16
Soapstone,1,16,0,0,16,0
Soapstone,1,18,-2.31,0,15.69,-2.31
Jewelry,1,16,-1.6,0,14.4,-1.6
Art & Sculpture,1,16,-1.6,0,14.4,-1.6
Soapstone,1,18,-3.6,0,14.4,-3.6
Soapstone,1,14,0,0,14,0
